code,amount,date,name,area
397-10,9307562.0,2013,Otros ingresos por aprovechamientos urbanísticos,funcional
399,42285935.0,2013,Otros ingresos diversos,funcional
4,1404169747.0,2013,Transferencias corrientes,funcional
42,1329739858.0,2013,De la Administración del Estado,funcional
420,1329020858.0,2013,De la Administración General del Estado,funcional
420-10,1322628138.0,2013,Fondo Complementario de Financiación,funcional
420-20,6392720.0,2013,Compensación por beneficios fiscales,funcional
421,378000.0,2013,De Organismos Autónomos y agencias estatales,funcional
421-90,378000.0,2013,De otros Organismos Autónomos y Agencias,funcional
423,341000.0,2013,"De sociedades mercantiles estatales, entidades públicas empresariales y otros organismos públicos",funcional
423-00,341000.0,2013,De Loterías y Apuestas del Estado,funcional
45,73861478.0,2013,De Comunidades Autónomas,funcional
450,73861478.0,2013,De la Administración General de las Comunidades Autónomas,funcional
450-02,63786459.0,2013,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Servicios Sociales y,funcional
450-30,8747239.0,2013,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Educación,funcional
450-50,920334.0,2013,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Empleo y Desarrollo,funcional
450-60,407446.0,2013,Otras transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma,funcional
49,568411.0,2013,Del Exterior,funcional
491,544411.0,2013,Del Fondo de Desarrollo Regional,funcional
492,24000.0,2013,Del Fondo de Cohesión,funcional
5,81338732.0,2013,Ingresos patrimoniales,funcional
51,5247385.0,2013,Intereses de anticipos y préstamos concedidos,funcional
514,5247385.0,2013,"A sociedades mercantiles, entidades públicas empresariales y otros organismos públicos",funcional
52,100000.0,2013,Intereses de depósitos,funcional
53,34143169.0,2013,Dividendos y participación beneficios,funcional
534,34143169.0,2013,"De Sociedades mercantiles, entidades públicas empresariales y otros organismos públicos",funcional
534-00,34143169.0,2013,De sociedades y entidades dependientes de las entidades locales,funcional
55,41848178.0,2013,Productos de concesiones y aprovechamientos especiales,funcional
550,40861691.0,2013,De concesiones administrativas con contraprestación periódica,funcional
551,41327.0,2013,De concesiones administrativas con contraprestación no periódica,funcional
552,861900.0,2013,Derecho de superficie con contraprestación periódica,funcional
559,83260.0,2013,Otras concesiones y aprovechamientos,funcional
6,39889348.0,2013,Enajenación de inversiones reales,funcional
60,35040970.0,2013,De Terrenos,funcional
603,33840970.0,2013,Patrimonio público del suelo,funcional
609,1200000.0,2013,Otros terrenos,funcional
61,4848378.0,2013,De las demás Inversiones reales,funcional
619,4848378.0,2013,De otras inversiones reales,funcional
7,7759913.0,2013,Transferencias de capital,funcional
72,9000.0,2013,De la Administración del Estado,funcional
723,9000.0,2013,"De sociedades mercantiles estatales, entidades públicas empresariales y otros organismos públicos",funcional
723-00,9000.0,2013,De Loterías y Apuestas del Estado,funcional
79,7750913.0,2013,Del Exterior,funcional
791,2330000.0,2013,Del Fondo de Desarrollo Regional,funcional
792,5420913.0,2013,Del Fondo de Cohesión,funcional
8,33290776.0,2013,Activos financieros,funcional
85,33290776.0,2013,Enajenación de acciones y participaciones del sector público,funcional
1,2032844260.0,2014,Impuestos directos,funcional
10,100971275.0,2014,Impuesto sobre la Renta,funcional
100,100971275.0,2014,Impuestos sobre la Renta de las Personas Físicas,funcional
11,1818762847.0,2014,Impuestos sobre el capital,funcional
112,459551.0,2014,Impuesto sobre Bienes Inmuebles Bienes Inmubles de Naturaleza Rústica,funcional
113,1207211712.0,2014,Impuesto sobre Bienes Inmuebles Bienes inmuebles de Naturaleza Urbana,funcional
114,51797371.0,2014,Impuesto sobre Bienes Inmuebles Bienes Inmuebles de características especiales,funcional
115,151990823.0,2014,Impuesto sobre Vehículos de Tracción Mecánica,funcional
116,407303390.0,2014,Impuesto sobre Incremento del Valor de los Terrenos de Naturaleza Urbana,funcional
13,113099094.0,2014,Impuesto sobre las Actividades Económicas,funcional
130,113099094.0,2014,Impuesto sobre Actividades Económicas,funcional
18,11044.0,2014,Impuestos directos extinguidos,funcional
2,110876069.0,2014,Impuestos indirectos,funcional
21,52001260.0,2014,Impuestos sobre el Valor Añadido,funcional
210,52001260.0,2014,Impuesto sobre el Valor Añadido,funcional
22,13356603.0,2014,Sobre consumos específicos,funcional
220-00,639189.0,2014,Impuesto sobre el alcohol y bebidas derivadas,funcional
220-01,271513.0,2014,Impuesto sobre la cerveza,funcional
220-03,5956568.0,2014,Impuesto sobre las labores del tabaco,funcional
220-04,6472273.0,2014,Impuesto sobre hidrocarburos,funcional
220-06,17060.0,2014,Impuesto sobre productos intermedios,funcional
29,45518206.0,2014,Otros impuestos indirectos,funcional
290,45517904.0,2014,"Impuesto sobre construcciones, instalaciones y obras",funcional
291,302.0,2014,Impuesto sobre gastos suntuarios (Cotos de caza y pesca),funcional
3,662285185.0,2014,Tasas y otros ingresos,funcional
30,157429832.0,2014,Tasas por la prestación de servicios públicos básicos,funcional
302,4647.0,2014,Servicio de recogida de basuras,funcional
303,133581877.0,2014,Servicio de tratamiento de residuos,funcional
309,23843308.0,2014,Otras tasas por prestación de servicios básicos,funcional
31,1622709.0,2014,Tasas por la prestación de servicios públicos de carácter social y preferente,funcional
311,1200000.0,2014,Servicios asistenciales,funcional
319,422709.0,2014,Otras tasas por prestación de servicios de carácter preferente,funcional
32,21833403.0,2014,Tasas por la realización de actividades de competencia local,funcional
321,8290918.0,2014,Licencias urbanísticas,funcional
322,1255362.0,2014,Cedulas de habitabilidad y licencias de primera ocupación,funcional
325,615060.0,2014,Tasa por expedición de documentos,funcional
326,10405842.0,2014,Tasa por retirada de vehículos,funcional
329,1266221.0,2014,Otras tasas por la realización de actividades de competencia local,funcional
33,202051376.0,2014,Tasas por la utilización privativa o el aprovechamiento especial del dominio público local,funcional
330,86999698.0,2014,Tasa de estacionamiento de vehículos,funcional
331,28711571.0,2014,Tasa por entrada de vehículos,funcional
332,47235000.0,2014,Tasa por utilización privativa o aprovechamiento especial por empresas explotadoras de servicios de suministros,funcional
334,186570.0,2014,Tasa por apertura de calas y zanjas,funcional
335,7527260.0,2014,Tasa por ocupación de la vía pública con terrazas,funcional
338,19176913.0,2014,Compensación de Telefónica de España SA,funcional
339,12214364.0,2014,Otras tasas por utilización privativa del dominio público,funcional
34,51677045.0,2014,Precios públicos,funcional
341,58321.0,2014,Servicios asistenciales,funcional
342,12061164.0,2014,Servicios educativos,funcional
343,38072476.0,2014,Servicios deportivos,funcional
349,1485084.0,2014,Otros precios públicos,funcional
36,49782.0,2014,Ventas,funcional
38,2137932.0,2014,Reintegros de operaciones corrientes,funcional
389,2137932.0,2014,Otros reintegros de operaciones corrientes,funcional
39,225483106.0,2014,Otros ingresos,funcional
391,125930906.0,2014,Multas,funcional
391-00,639425.0,2014,Multas por infracciones urbanísticas,funcional
391-10,7747040.0,2014,Multas por infracciones tributarias y análogas,funcional
391-20,111191924.0,2014,Multas por infracciones de la Ordenanza de circulación,funcional
391-90,6352517.0,2014,Otras multas y sanciones,funcional
392,35151329.0,2014,Recargos del periodo ejecutivo y por declaración extemporánea sin requerimiento previo,funcional
392-00,1112293.0,2014,Rec. declaración extemporania sin requerimiento previo,funcional
392-10,2983402.0,2014,Recargo ejecutivo,funcional
392-11,31055634.0,2014,Recargo de apremio,funcional
393,14047956.0,2014,Intereses de demora,funcional
397,12796565.0,2014,Aprovechamientos urbanísticos,funcional
397-10,12796565.0,2014,Otros ingresos por aprovechamientos urbanísticos,funcional
399,37556350.0,2014,Otros ingresos diversos,funcional
4,1398773011.0,2014,Transferencias corrientes,funcional
42,1317593363.0,2014,De la Administración del Estado,funcional
420,1317218563.0,2014,De la Administración General del Estado,funcional
420-10,1316439151.0,2014,Fondo Complementario de Financiación,funcional
420-20,779412.0,2014,Compensación por beneficios fiscales,funcional
421,29800.0,2014,De Organismos Autónomos y agencias estatales,funcional
421-90,29800.0,2014,De otros Organismos Autónomos y Agencias,funcional
423,345000.0,2014,"De sociedades mercantiles estatales, entidades públicas empresariales y otros organismos públicos",funcional
423-00,345000.0,2014,De Loterías y Apuestas del Estado,funcional
45,80728948.0,2014,De Comunidades Autónomas,funcional
450,80728948.0,2014,De la Administración General de las Comunidades Autónomas,funcional
450-02,69286459.0,2014,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Servicios Sociales y,funcional
450-30,9818266.0,2014,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Educación,funcional
450-50,920334.0,2014,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Empleo y Desarrollo,funcional
450-60,428889.0,2014,Otras transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma,funcional
450-80,275000.0,2014,Otras subvenciones corrientes de la Administración General de la Comunidad Autónoma,funcional
47,87122.0,2014,De Empresas Privadas,funcional
49,363578.0,2014,Del Exterior,funcional
491,363578.0,2014,Del Fondo de Desarrollo Regional,funcional
5,106068304.0,2014,Ingresos patrimoniales,funcional
52,50000.0,2014,Intereses de depósitos,funcional
53,48517282.0,2014,Dividendos y participación beneficios,funcional
534,48517282.0,2014,"De Sociedades mercantiles, entidades públicas empresariales y otros organismos públicos",funcional
534-00,35917282.0,2014,De sociedades y entidades dependientes de las entidades locales,funcional
534-10,12600000.0,2014,De sociedades y entidades no dependientes de las entidades locales,funcional
55,57470478.0,2014,Productos de concesiones y aprovechamientos especiales,funcional
550,47310293.0,2014,De concesiones administrativas con contraprestación periódica,funcional
551,8216558.0,2014,De concesiones administrativas con contraprestación no periódica,funcional
552,1914827.0,2014,Derecho de superficie con contraprestación periódica,funcional
559,28800.0,2014,Otras concesiones y aprovechamientos,funcional
59,30544.0,2014,Otros ingresos patrimoniales,funcional
599,30544.0,2014,Otros ingresos patrimoniales,funcional
6,99687551.0,2014,Enajenación de inversiones reales,funcional
60,80180372.0,2014,De Terrenos,funcional
603,78680372.0,2014,Patrimonio público del suelo,funcional
609,1500000.0,2014,Otros terrenos,funcional
61,18499382.0,2014,De las demás Inversiones reales,funcional
619,18499382.0,2014,De otras inversiones reales,funcional
68,1007797.0,2014,Reintegros por operaciones de capital,funcional
680,1007797.0,2014,De ejercicios cerrados,funcional
7,31779375.0,2014,Transferencias de capital,funcional
72,5000.0,2014,De la Administración del Estado,funcional
723,5000.0,2014,"De sociedades mercantiles estatales, entidades públicas empresariales y otros organismos públicos",funcional
723-00,5000.0,2014,De Loterías y Apuestas del Estado,funcional
79,31774375.0,2014,Del Exterior,funcional
791,2435154.0,2014,Del Fondo de Desarrollo Regional,funcional
792,29339221.0,2014,Del Fondo de Cohesión,funcional
1,2159555508.0,2015,Impuestos directos,funcional
10,110575079.0,2015,Impuesto sobre la Renta,funcional
100,110575079.0,2015,Impuestos sobre la Renta de las Personas Físicas,funcional
11,1927599530.0,2015,Impuestos sobre el capital,funcional
112,627806.0,2015,Impuesto sobre Bienes Inmuebles Bienes Inmubles de Naturaleza Rústica,funcional
113,1230682795.0,2015,Impuesto sobre Bienes Inmuebles Bienes inmuebles de Naturaleza Urbana,funcional
114,47308139.0,2015,Impuesto sobre Bienes Inmuebles Bienes Inmuebles de características especiales,funcional
115,134468240.0,2015,Impuesto sobre Vehículos de Tracción Mecánica,funcional
116,514512550.0,2015,Impuesto sobre Incremento del Valor de los Terrenos de Naturaleza Urbana,funcional
13,121377809.0,2015,Impuesto sobre las Actividades Económicas,funcional
130,121377809.0,2015,Impuesto sobre Actividades Económicas,funcional
18,3090.0,2015,Impuestos directos extinguidos,funcional
2,134188497.0,2015,Impuestos indirectos,funcional
21,62805390.0,2015,Impuestos sobre el Valor Añadido,funcional
210,62805390.0,2015,Impuesto sobre el Valor Añadido,funcional
22,14929085.0,2015,Sobre consumos específicos,funcional
220-00,743692.0,2015,Impuesto sobre el alcohol y bebidas derivadas,funcional
220-01,264895.0,2015,Impuesto sobre la cerveza,funcional
220-03,6539170.0,2015,Impuesto sobre las labores del tabaco,funcional
220-04,7365575.0,2015,Impuesto sobre hidrocarburos,funcional
220-06,15753.0,2015,Impuesto sobre productos intermedios,funcional
29,56454022.0,2015,Otros impuestos indirectos,funcional
290,56453717.0,2015,"Impuesto sobre construcciones, instalaciones y obras",funcional
291,305.0,2015,Impuesto sobre gastos suntuarios (Cotos de caza y pesca),funcional
3,496057696.0,2015,Tasas y otros ingresos,funcional
30,22713858.0,2015,Tasas por la prestación de servicios públicos básicos,funcional
302,30000.0,2015,Servicio de recogida de basuras,funcional
303,1150850.0,2015,Servicio de tratamiento de residuos,funcional
309,21533008.0,2015,Otras tasas por prestación de servicios básicos,funcional
31,1411492.0,2015,Tasas por la prestación de servicios públicos de carácter social y preferente,funcional
311,1013815.0,2015,Servicios asistenciales,funcional
319,397677.0,2015,Otras tasas por prestación de servicios de carácter preferente,funcional
32,25991017.0,2015,Tasas por la realización de actividades de competencia local,funcional
321,12558489.0,2015,Licencias urbanísticas,funcional
322,1026675.0,2015,Cedulas de habitabilidad y licencias de primera ocupación,funcional
325,722920.0,2015,Tasa por expedición de documentos,funcional
326,10553514.0,2015,Tasa por retirada de vehículos,funcional
329,1129419.0,2015,Otras tasas por la realización de actividades de competencia local,funcional
33,204908521.0,2015,Tasas por la utilización privativa o el aprovechamiento especial del dominio público local,funcional
330,86803158.0,2015,Tasa de estacionamiento de vehículos,funcional
331,30510331.0,2015,Tasa por entrada de vehículos,funcional
332,51409000.0,2015,Tasa por utilización privativa o aprovechamiento especial por empresas explotadoras de servicios de suministros,funcional
334,253047.0,2015,Tasa por apertura de calas y zanjas,funcional
335,6320395.0,2015,Tasa por ocupación de la vía pública con terrazas,funcional
338,16163765.0,2015,Compensación de Telefónica de España SA,funcional
339,13448825.0,2015,Otras tasas por utilización privativa del dominio público,funcional
34,49004328.0,2015,Precios públicos,funcional
341,34213.0,2015,Servicios asistenciales,funcional
342,11826271.0,2015,Servicios educativos,funcional
343,34988000.0,2015,Servicios deportivos,funcional
349,2155844.0,2015,Otros precios públicos,funcional
36,118481.0,2015,Ventas,funcional
38,2091212.0,2015,Reintegros de operaciones corrientes,funcional
389,2091212.0,2015,Otros reintegros de operaciones corrientes,funcional
39,189818787.0,2015,Otros ingresos,funcional
391,105611467.0,2015,Multas,funcional
391-00,1163935.0,2015,Multas por infracciones urbanísticas,funcional
391-10,7207716.0,2015,Multas por infracciones tributarias y análogas,funcional
391-20,93623987.0,2015,Multas por infracciones de la Ordenanza de circulación,funcional
391-90,3615829.0,2015,Otras multas y sanciones,funcional
392,25252892.0,2015,Recargos del periodo ejecutivo y por declaración extemporánea sin requerimiento previo,funcional
392-10,3037103.0,2015,Recargo ejecutivo,funcional
392-11,22215789.0,2015,Recargo de apremio,funcional
393,17503776.0,2015,Intereses de demora,funcional
397,4000000.0,2015,Aprovechamientos urbanísticos,funcional
397-10,4000000.0,2015,Otros ingresos por aprovechamientos urbanísticos,funcional
399,37450652.0,2015,Otros ingresos diversos,funcional
4,1421442160.0,2015,Transferencias corrientes,funcional
42,1334492571.0,2015,De la Administración del Estado,funcional
420,1334115571.0,2015,De la Administración General del Estado,funcional
420-10,1333156077.0,2015,Fondo Complementario de Financiación,funcional
420-20,789494.0,2015,Compensación por beneficios fiscales,funcional
420-90,170000.0,2015,Otras transferencias corrientes de la Administración General del Estado,funcional
421,32000.0,2015,De Organismos Autónomos y agencias estatales,funcional
421-90,32000.0,2015,De otros Organismos Autónomos y Agencias,funcional
423,345000.0,2015,"De sociedades mercantiles estatales, entidades públicas empresariales y otros organismos públicos",funcional
423-00,345000.0,2015,De Loterías y Apuestas del Estado,funcional
45,80495499.0,2015,De Comunidades Autónomas,funcional
450,80495499.0,2015,De la Administración General de las Comunidades Autónomas,funcional
450-02,70250000.0,2015,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Servicios Sociales y,funcional
450-30,8621276.0,2015,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Educación,funcional
450-50,920334.0,2015,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Empleo y Desarrollo,funcional
450-60,428889.0,2015,Otras transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma,funcional
450-80,275000.0,2015,Otras subvenciones corrientes de la Administración General de la Comunidad Autónoma,funcional
47,6429143.0,2015,De Empresas Privadas,funcional
49,24947.0,2015,Del Exterior,funcional
491,8947.0,2015,Del Fondo de Desarrollo Regional,funcional
492,16000.0,2015,Del Fondo de Cohesión,funcional
5,89888161.0,2015,Ingresos patrimoniales,funcional
53,51424239.0,2015,Dividendos y participación beneficios,funcional
534,51424239.0,2015,"De Sociedades mercantiles, entidades públicas empresariales y otros organismos públicos",funcional
534-00,37424239.0,2015,De sociedades y entidades dependientes de las entidades locales,funcional
534-10,14000000.0,2015,De sociedades y entidades no dependientes de las entidades locales,funcional
55,38463922.0,2015,Productos de concesiones y aprovechamientos especiales,funcional
550,36721876.0,2015,De concesiones administrativas con contraprestación periódica,funcional
551,78000.0,2015,De concesiones administrativas con contraprestación no periódica,funcional
552,1637421.0,2015,Derecho de superficie con contraprestación periódica,funcional
559,26625.0,2015,Otras concesiones y aprovechamientos,funcional
6,53467497.0,2015,Enajenación de inversiones reales,funcional
60,37799079.0,2015,De Terrenos,funcional
603,36799079.0,2015,Patrimonio público del suelo,funcional
609,1000000.0,2015,Otros terrenos,funcional
61,11668418.0,2015,De las demás Inversiones reales,funcional
619,11668418.0,2015,De otras inversiones reales,funcional
68,4000000.0,2015,Reintegros por operaciones de capital,funcional
680,4000000.0,2015,De ejercicios cerrados,funcional
7,27985509.0,2015,Transferencias de capital,funcional
72,5000.0,2015,De la Administración del Estado,funcional
723,5000.0,2015,"De sociedades mercantiles estatales, entidades públicas empresariales y otros organismos públicos",funcional
723-00,5000.0,2015,De Loterías y Apuestas del Estado,funcional
79,27980509.0,2015,Del Exterior,funcional
791,3407511.0,2015,Del Fondo de Desarrollo Regional,funcional
792,24572998.0,2015,Del Fondo de Cohesión,funcional
1,2246767421.0,2016,Impuestos directos,funcional
10,128476839.0,2016,Impuesto sobre la Renta,funcional
100,128476839.0,2016,Impuestos sobre la Renta de las Personas Físicas,funcional
11,1989961316.0,2016,Impuestos sobre el capital,funcional
112,614224.0,2016,Impuesto sobre Bienes Inmuebles Bienes Inmubles de Naturaleza Rústica,funcional
113,1256136727.0,2016,Impuesto sobre Bienes Inmuebles Bienes inmuebles de Naturaleza Urbana,funcional
114,49581610.0,2016,Impuesto sobre Bienes Inmuebles Bienes Inmuebles de características especiales,funcional
115,130600610.0,2016,Impuesto sobre Vehículos de Tracción Mecánica,funcional
116,553028145.0,2016,Impuesto sobre Incremento del Valor de los Terrenos de Naturaleza Urbana,funcional
13,128291785.0,2016,Impuesto sobre las Actividades Económicas,funcional
130,128291785.0,2016,Impuesto sobre Actividades Económicas,funcional
18,37481.0,2016,Impuestos directos extinguidos,funcional
2,138541479.0,2016,Impuestos indirectos,funcional
21,57443340.0,2016,Impuestos sobre el Valor Añadido,funcional
210,57443340.0,2016,Impuesto sobre el Valor Añadido,funcional
22,15445258.0,2016,Sobre consumos específicos,funcional
220-00,800507.0,2016,Impuesto sobre el alcohol y bebidas derivadas,funcional
220-01,274767.0,2016,Impuesto sobre la cerveza,funcional
220-03,7218368.0,2016,Impuesto sobre las labores del tabaco,funcional
220-04,7135206.0,2016,Impuesto sobre hidrocarburos,funcional
220-06,16410.0,2016,Impuesto sobre productos intermedios,funcional
29,65652881.0,2016,Otros impuestos indirectos,funcional
290,65652531.0,2016,"Impuesto sobre construcciones, instalaciones y obras",funcional
291,350.0,2016,Impuesto sobre gastos suntuarios (Cotos de caza y pesca),funcional
3,571790129.0,2016,Tasas y otros ingresos,funcional
30,58358199.0,2016,Tasas por la prestación de servicios públicos básicos,funcional
302,35505.0,2016,Servicio de recogida de basuras,funcional
303,39256972.0,2016,Servicio de tratamiento de residuos,funcional
309,19065722.0,2016,Otras tasas por prestación de servicios básicos,funcional
31,1609660.0,2016,Tasas por la prestación de servicios públicos de carácter social y preferente,funcional
311,1200000.0,2016,Servicios asistenciales,funcional
319,409660.0,2016,Otras tasas por prestación de servicios de carácter preferente,funcional
32,21436639.0,2016,Tasas por la realización de actividades de competencia local,funcional
321,11299985.0,2016,Licencias urbanísticas,funcional
322,1128332.0,2016,Cedulas de habitabilidad y licencias de primera ocupación,funcional
325,762674.0,2016,Tasa por expedición de documentos,funcional
326,7047000.0,2016,Tasa por retirada de vehículos,funcional
329,1198648.0,2016,Otras tasas por la realización de actividades de competencia local,funcional
33,224625930.0,2016,Tasas por la utilización privativa o el aprovechamiento especial del dominio público local,funcional
330,96000000.0,2016,Tasa de estacionamiento de vehículos,funcional
331,34214455.0,2016,Tasa por entrada de vehículos,funcional
332,50507732.0,2016,Tasa por utilización privativa o aprovechamiento especial por empresas explotadoras de servicios de suministros,funcional
334,260363.0,2016,Tasa por apertura de calas y zanjas,funcional
335,9155321.0,2016,Tasa por ocupación de la vía pública con terrazas,funcional
338,19186440.0,2016,Compensación de Telefónica de España SA,funcional
339,15301619.0,2016,Otras tasas por utilización privativa del dominio público,funcional
34,45689296.0,2016,Precios públicos,funcional
341,250102.0,2016,Servicios asistenciales,funcional
342,11760663.0,2016,Servicios educativos,funcional
343,31581000.0,2016,Servicios deportivos,funcional
349,2097531.0,2016,Otros precios públicos,funcional
36,70656.0,2016,Ventas,funcional
38,1952756.0,2016,Reintegros de operaciones corrientes,funcional
389,1952756.0,2016,Otros reintegros de operaciones corrientes,funcional
39,218046993.0,2016,Otros ingresos,funcional
391,116591081.0,2016,Multas,funcional
391-00,282340.0,2016,Multas por infracciones urbanísticas,funcional
391-10,6982951.0,2016,Multas por infracciones tributarias y análogas,funcional
391-20,95000000.0,2016,Multas por infracciones de la Ordenanza de circulación,funcional
391-90,14325790.0,2016,Otras multas y sanciones,funcional
392,26277695.0,2016,Recargos del periodo ejecutivo y por declaración extemporánea sin requerimiento previo,funcional
392-00,267216.0,2016,Rec. declaración extemporania sin requerimiento previo,funcional
392-10,3128216.0,2016,Recargo ejecutivo,funcional
392-11,22882263.0,2016,Recargo de apremio,funcional
393,19295145.0,2016,Intereses de demora,funcional
397,8611209.0,2016,Aprovechamientos urbanísticos,funcional
397-10,8611209.0,2016,Otros ingresos por aprovechamientos urbanísticos,funcional
399,47271863.0,2016,Otros ingresos diversos,funcional
4,1415869649.0,2016,Transferencias corrientes,funcional
42,1335102587.0,2016,De la Administración del Estado,funcional
420,1334725087.0,2016,De la Administración General del Estado,funcional
420-10,1333941950.0,2016,Fondo Complementario de Financiación,funcional
420-20,783137.0,2016,Compensación por beneficios fiscales,funcional
421,32500.0,2016,De Organismos Autónomos y agencias estatales,funcional
421-90,32500.0,2016,De otros Organismos Autónomos y Agencias,funcional
423,345000.0,2016,"De sociedades mercantiles estatales, entidades públicas empresariales y otros organismos públicos",funcional
423-00,345000.0,2016,De Loterías y Apuestas del Estado,funcional
45,79717062.0,2016,De Comunidades Autónomas,funcional
450,79717062.0,2016,De la Administración General de las Comunidades Autónomas,funcional
450-02,70250000.0,2016,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Servicios Sociales y,funcional
450-30,7832160.0,2016,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Educación,funcional
450-50,931013.0,2016,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Empleo y Desarrollo,funcional
450-60,428889.0,2016,Otras transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma,funcional
450-80,275000.0,2016,Otras subvenciones corrientes de la Administración General de la Comunidad Autónoma,funcional
47,1050000.0,2016,De Empresas Privadas,funcional
5,92208959.0,2016,Ingresos patrimoniales,funcional
53,52541605.0,2016,Dividendos y participación beneficios,funcional
534,52541605.0,2016,"De Sociedades mercantiles, entidades públicas empresariales y otros organismos públicos",funcional
534-00,38541605.0,2016,De sociedades y entidades dependientes de las entidades locales,funcional
534-10,14000000.0,2016,De sociedades y entidades no dependientes de las entidades locales,funcional
54,36028.0,2016,Rentas de bienes inmuebles,funcional
541,36028.0,2016,Arrendamientos de fincas urbanas,funcional
55,39493126.0,2016,Productos de concesiones y aprovechamientos especiales,funcional
550,37887725.0,2016,De concesiones administrativas con contraprestación periódica,funcional
551,106759.0,2016,De concesiones administrativas con contraprestación no periódica,funcional
552,1300800.0,2016,Derecho de superficie con contraprestación periódica,funcional
555,197842.0,2016,Aprovechamientos especiales con contraprestación,funcional
59,138200.0,2016,Otros ingresos patrimoniales,funcional
599,138200.0,2016,Otros ingresos patrimoniales,funcional
6,18317828.0,2016,Enajenación de inversiones reales,funcional
60,11217828.0,2016,De Terrenos,funcional
603,11217828.0,2016,Patrimonio público del suelo,funcional
61,3100000.0,2016,De las demás Inversiones reales,funcional
619,3100000.0,2016,De otras inversiones reales,funcional
68,4000000.0,2016,Reintegros por operaciones de capital,funcional
680,4000000.0,2016,De ejercicios cerrados,funcional
7,5000.0,2016,Transferencias de capital,funcional
72,5000.0,2016,De la Administración del Estado,funcional
723,5000.0,2016,"De sociedades mercantiles estatales, entidades públicas empresariales y otros organismos públicos",funcional
723-00,5000.0,2016,De Loterías y Apuestas del Estado,funcional
